Ward code,Year ending Dec 2019
E05003282,200000
E05003283,209500
E05003284,210000
E05008520,170000
E05003286,149225
E05003287,331995
E05008521,380000
E05003289,179000
E05003290,135000
E05008522,147000
E05003292,126500
E05003293,155000
E05008523,185000
E05003295,137500
E05003296,175000
E05003297,148000
E05008524,230000
E05003299,119000
E05003300,309225
E05003301,180000
E05003302,200000
E05011983,151498
E05011984,170000
E05011985,126250
E05011986,164000
E05011987,135000
E05011988,111000
E05011989,133500
E05011990,187000
E05011991,120995
E05011992,110995
E05011993,111750
E05011994,96500
E05011995,120000
E05011996,128000
E05011997,155000
E05011998,171000
E05011999,114000
E05003323,129650
E05003324,120000
E05003325,192500
E05003326,173500
E05003327,185000
E05003328,150000
E05003329,130000
E05003330,120000
E05003331,230000
E05003332,143000
E05003333,143500
E05003334,131600
E05003335,145000
E05003336,136500
E05003337,142000
E05003338,145000
E05003339,132500
E05003340,215000
E05003341,250000
E05003342,220000
E05003343,249995
E05003344,342500
E05003345,239500
E05003346,392375
E05003347,345000
E05003348,300000
E05003349,440000
E05003350,410700
E05003351,248000
E05003352,390000
E05003353,291495
E05003354,285000
E05003355,357500
E05003356,240000
E05003357,260000
E05003358,275000
E05003359,245000
E05003360,195000
E05003361,290000
E05003362,490000
E05003363,268500
E05003364,250000
E05003365,250000
E05003366,193998
E05010604,110000
E05010605,242500
E05010606,110000
E05010607,137000
E05010608,211000
E05010609,171000
E05010610,169995
E05010611,138000
E05010612,122500
E05010613,262000
E05010614,106000
E05010615,165000
E05010616,160000
E05010617,205000
E05010618,165000
E05010619,175000
E05010620,163000
E05010621,192500
E05010622,170000
E05010623,145000
E05010624,259975
E05010625,222500
E05010626,156125
E05010627,164250
E05010628,208000
E05010629,190000
E05010630,179629
E05010631,262995
E05010632,101500
E05010633,145000
E05010634,192250
E05010635,185000
E05010636,336000
E05010637,167000
E05010638,181500
E05010639,168500
E05010640,180000
E05010641,223500
E05010642,152500
E05010644,196500
E05010645,259950
E05010643,190000
E05010646,144975
E05010647,320000
E05010648,152625
E05010649,220000
E05010650,150000
E05012040,377500
E05012041,330500
E05012042,326000
E05012043,170000
E05012044,120000
E05012045,239000
E05012046,194000
E05012047,240000
E05012048,285000
E05012049,135000
E05012050,227500
E05012051,236175
E05012052,165000
E05012053,129995
E05012054,137500
E05012055,158000
E05012056,140000
E05012057,145000
E05012058,210000
E05012059,195500
E05012060,170000
E05012061,215995
E05012062,183000
E05012063,266500
E05008809,250000
E05008810,177500
E05008811,299995
E05008812,158000
E05008813,220000
E05008814,233495
E05008815,250000
E05008816,165000
E05008817,148000
E05008818,320000
E05008819,200000
E05008820,163250
E05008821,170000
E05008822,244995
E05008823,166500
E05005408,225000
E05005409,240000
E05005410,234950
E05005411,237000
E05005412,249000
E05005413,246000
E05005414,234000
E05009619,211000
E05005416,194000
E05005417,302000
E05005418,217000
E05005419,204750
E05005420,198000
E05005421,228500
E05005422,192000
E05005423,205000
E05005424,228475
E05009620,189950
E05005426,236950
E05005427,239973
E05005428,232750
E05005429,212500
E05005430,220000
E05005431,475000
E05005432,152500
E05005433,190000
E05005434,165000
E05005435,156000
E05005436,135000
E05005437,270000
E05005438,240000
E05005439,245000
E05005440,208500
E05005441,156250
E05005442,215000
E05005443,300000
E05005444,307500
E05005445,295000
E05005446,191500
E05005447,206000
E05005448,183500
E05005449,217500
E05005450,183750
E05005451,329950
E05005452,187000
E05005453,387500
E05011964,311250
E05011965,354998
E05011967,243500
E05011966,230000
E05011968,325000
E05011969,246000
E05011970,365000
E05011971,360000
E05011972,403500
E05011973,248750
E05011974,227500
E05011975,347500
E05011976,270000
E05011977,284000
E05011978,288000
E05011979,313500
E05011980,360000
E05011981,290125
E05011982,329998
E05005479,265000
E05005480,183750
E05005481,163000
E05005483,279995
E05005482,212000
E05005484,325000
E05005485,176000
E05005486,235000
E05005487,153000
E05005488,190000
E05005489,196000
E05005490,185000
E05005491,198000
E05005492,230000
E05005493,205000
E05005494,391500
E05005495,186450
E05005496,237475
E05005497,360000
E05005498,335000
E05005499,417500
E05005500,310000
E05005501,167650
E05005502,196000
E05005503,160500
E05005504,194250
E05005505,240000
E05005506,235000
E05005507,239475
E05005508,302500
E05005509,279995
E05005510,340000
E05010090,377500
E05010091,290000
E05010092,267000
E05010093,300000
E05010094,219250
E05010095,225000
E05010096,220500
E05010097,182000
E05010098,219998
E05010099,183000
E05010100,181000
E05010101,248500
E05010102,237500
E05010103,295000
E05010104,187000
E05010105,130000
E05010106,175000
E05010107,160000
E05010108,162000
E05010109,157500
E05010110,185000
E05010111,234995
E05010112,207950
E05010113,130000
E05010114,185500
E05010115,180000
E05010116,307500
E05010117,182500
E05010118,177000
E05010119,217500
E05010120,307000
E05010121,208000
E05010122,177500
E05010123,135000
E05010124,175005
E05010125,165000
E05010126,360000
E05010127,275000
E05005531,285500
E05005532,468500
E05005533,216000
E05005534,266500
E05005535,275000
E05005536,161000
E05005537,196500
E05005538,190000
E05005539,279748
E05005540,230000
E05009621,183000
E05009622,123750
E05009623,175000
E05009624,200000
E05009625,195000
E05009626,181000
E05009628,134975
E05009627,159250
E05009629,148000
E05009630,115000
E05009631,191500
E05009632,154000
E05009633,169795
E05009634,130000
E05009635,179950
E05009873,163000
E05009874,181500
E05009875,154375
E05009876,158998
E05009877,153148
E05009878,242000
E05009879,175000
E05009880,260000
E05009881,200000
E05009882,222500
E05009883,242000
E05009884,179950
E05009885,180000
E05009886,154000
E05009887,295000
E05009888,135000
E05009889,180000
E05009890,179500
E05009891,129750
E05009892,210000
E05009897,163500
E05009898,175000
E05009899,144500
E05009893,150000
E05009894,192000
E05009895,189498
E05009896,182500
E05009900,185000
E05009901,275000
E05009902,196000
E05009903,182500
E05009904,162000
E05009905,172000
E05009906,154000
E05009907,240000
E05009908,247500
E05009909,178000
E05010784,122000
E05010785,160000
E05010786,173950
E05010787,185875
E05010788,152250
E05010789,159950
E05010790,155000
E05010791,171250
E05010792,176750
E05010793,107000
E05010794,174975
E05005618,175000
E05005619,282000
E05005620,175000
E05005621,200000
E05005622,229998
E05005623,277175
E05005624,205000
E05005625,200000
E05005626,225000
E05005627,222500
E05005628,201000
E05005629,185000
E05005630,215000
E05005631,190000
E05005632,210000
E05005633,184000
E05005634,218500
E05005635,252500
E05005636,179975
E05005637,204500
E05005638,163000
E05005639,185000
E05005640,149000
E05005641,196000
E05005642,150000
E05005643,180000
E05005644,198000
E05005645,189950
E05005646,188998
E05005647,205000
E05005648,192000
E05005649,167250
E05005650,186000
E05005651,217000
E05005652,195000
E05005653,215000
E05005654,183000
E05005655,155000
E05005656,177000
E05005657,180000
E05005658,185000
E05005659,145000
E05005660,243000
E05005661,235500
E05010148,286250
E05010149,160000
E05010150,251250
E05010151,209995
E05010152,191500
E05010153,228500
E05010154,300000
E05010155,325000
E05010156,207000
E05010157,316000
E05010158,385000
E05010159,219998
E05010160,164000
E05010161,130000
E05010162,142500
E05010165,136000
E05010163,131750
E05010164,207000
E05010166,192250
E05010167,263000
E05010168,337500
E05010169,265000
E05010170,202500
E05010171,226250
E05010172,281275
E05010173,215000
E05010174,300000
E05010175,360000
E05010176,213500
E05010177,296500
E05009636,179500
E05009637,165000
E05009638,178000
E05009639,269950
E05009640,120000
E05009641,129000
E05009642,56000
E05009643,155500
E05009644,267500
E05009645,210000
E05009646,176500
E05009647,262000
E05009648,210000
E05009649,150000
E05009650,175000
E05009651,199950
E05009652,290000
E05009653,227500
E05009654,215000
E05009655,157500
E05010264,164000
E05010265,148000
E05010266,160000
E05010267,147000
E05010268,160000
E05010269,161500
E05010270,213995
E05010271,245000
E05010272,160000
E05010273,319000
E05010274,210000
E05010275,229995
E05009012,210000
E05009013,197500
E05009014,305000
E05009015,325000
E05009016,280000
E05009017,193250
E05009018,269950
E05009019,269975
E05009020,314995
E05009021,488500
E05009022,307995
E05009023,360000
E05009024,311250
E05009025,365000
E05009026,265000
E05009027,290000
E05005965,361000
E05005966,305000
E05010761,200000
E05010762,231050
E05010763,175000
E05010764,200000
E05005971,365000
E05005972,272500
E05005973,310000
E05005974,288727
E05005975,432500
E05010765,250000
E05010766,190000
E05010767,198000
E05010768,174998
E05010769,197000
E05010770,255000
E05005982,191500
E05010771,330000
E05010772,240000
E05010773,264998
E05005986,282475
E05005987,142000
E05005988,150000
E05005989,258975
E05008549,215000
E05005991,245000
E05005992,200000
E05005993,205000
E05005994,250000
E05005995,133500
E05005996,188500
E05008550,260000
E05005998,185000
E05006001,276500
E05005999,186500
E05006000,262500
E05006002,375000
E05006003,136000
E05008824,200500
E05008825,223000
E05008826,225000
E05008827,165000
E05008828,150000
E05008829,190000
E05008830,250000
E05008831,202250
E05008832,210000
E05008833,175000
E05008834,180000
E05008835,205000
E05008836,290000
E05008837,235000
E05008838,242475
E05008839,222500
E05008840,297500
E05008841,210000
E05008842,257000
E05008843,202500
E05008844,169000
E05008845,281500
E05008848,150000
E05008849,165000
E05008850,227000
E05008846,180000
E05008847,170000
E05008851,182500
E05008852,161500
E05008853,200000
E05008854,249975
E05008855,253000
E05008856,230000
E05006027,455000
E05006028,331750
E05006029,305950
E05006030,314998
E05006031,239000
E05006032,300000
E05006033,316250
E05006034,336250
E05006035,307500
E05006036,295500
E05006037,297000
E05006038,364000
E05006039,263750
E05006040,300000
E05006041,292500
E05006042,312500
E05006043,360000
E05006044,300000
E05006045,355000
E05006046,247000
E05006047,339995
E05006048,315000
E05006049,420000
E05006050,319975
E05006051,294250
E05006052,442500
E05006053,327500
E05010028,237750
E05010029,204975
E05010030,183500
E05010031,260000
E05010032,180000
E05010033,267000
E05010034,327500
E05010035,207000
E05010036,200000
E05010037,215000
E05010038,150000
E05010039,237500
E05010040,207500
E05010041,163000
E05010042,160000
E05010043,243000
E05010673,110000
E05010674,145050
E05010675,171000
E05010676,103500
E05010677,98975
E05010678,149750
E05010679,164250
E05010680,154995
E05010681,170500
E05010682,123250
E05010683,135000
E05010684,126500
E05010685,154000
E05010686,185000
E05010687,109500
E05010689,145000
E05010690,145000
E05010688,133500
E05010691,120750
E05010692,115000
E05010693,170000
E05010694,125000
E05010695,182500
E05006377,174000
E05006378,292500
E05006379,145000
E05006380,235000
E05006381,304250
E05006382,187000
E05006383,148000
E05006384,175000
E05006385,130000
E05006386,271250
E05006387,134999
E05006388,110000
E05006389,190000
E05006390,182000
E05006391,230000
E05006392,219000
E05006393,315000
E05006394,171000
E05006395,178000
E05006396,129950
E05006397,199995
E05006398,160000
E05006399,180000
E05006400,165000
E05006401,92500
E05010514,232000
E05010515,185000
E05010516,168075
E05010517,175000
E05010518,182000
E05010519,202000
E05010520,295000
E05010521,172500
E05010522,175000
E05010523,149000
E05010524,140000
E05010525,134000
E05010526,187750
E05010527,175000
E05010528,231500
E05010529,167750
E05010530,177500
E05010531,151000
E05010532,224975
E05010533,190000
E05009689,152500
E05009690,175590
E05009691,167000
E05009692,159000
E05009693,167000
E05009694,148750
E05009695,160000
E05009696,140000
E05009697,342500
E05009698,184975
E05009699,220000
E05009700,112500
E05009701,270250
E05009702,175000
E05009703,199475
E05009704,230000
E05009705,196500
E05009706,228995
E05009707,270000
E05008857,145000
E05008858,250000
E05008859,120000
E05008860,105350
E05008861,152000
E05008862,125000
E05008863,163000
E05008864,172500
E05008865,162250
E05008866,167000
E05008867,160000
E05008868,143000
E05008869,98000
E05008870,225000
E05008871,150000
E05008872,182500
E05008873,120000
E05008874,140000
E05008875,120000
E05008876,130500
E05008877,82000
E05008878,128500
E05008879,110000
E05008880,226000
E05008881,112000
E05008882,152500
E05008883,125000
E05008884,82250
E05008885,119500
E05008886,104500
E05008887,148000
E05008888,150000
E05008889,132250
E05008890,108500
E05008891,130500
E05008892,133000
E05011552,175000
E05010064,202995
E05011553,153000
E05010066,127500
E05010067,170000
E05010068,137500
E05011554,182500
E05010070,274995
E05010071,146000
E05010072,440000
E05010073,174995
E05011555,210000
E05010075,306000
E05010076,302000
E05010077,237500
E05010078,127500
E05010079,144000
E05010080,131500
E05010081,325000
E05010082,253750
E05010083,437000
E05009708,267000
E05009709,250000
E05009710,274995
E05009711,278000
E05009712,325000
E05009713,182375
E05009714,386000
E05009715,235000
E05009716,285750
E05009717,372498
E05009718,228000
E05009719,332500
E05009720,205000
E05009721,250000
E05009722,330000
E05009723,264998
E05009724,290000
E05009725,432500
E05009726,355000
E05009727,240000
E05009728,253500
E05009729,254000
E05009730,395000
E05009731,390000
E05009732,315000
E05009438,296250
E05009439,206000
E05009440,299995
E05009441,201500
E05009442,370000
E05009443,302500
E05009444,390000
E05009445,161750
E05009446,249995
E05009447,217500
E05009448,336250
E05009449,191500
E05009450,177500
E05012957,270000
E05009452,195000
E05009453,225000
E05009454,288000
E05009455,258000
E05009456,197500
E05009457,287000
E05009458,316500
E05009459,170000
E05009460,268500
E05009461,345000
E05009462,370000
E05009463,250000
E05009464,160000
E05009465,235000
E05009466,255000
E05009467,220000
E05009468,184250
E05009469,174750
E05009470,205000
E05009471,199000
E05009472,365000
E05009473,281250
E05009474,159475
E05009475,385050
E05009476,321000
E05012958,330000
E05009478,185000
E05009479,206500
E05009480,245000
E05009481,188500
E05009482,196750
E05012959,240000
E05012960,262500
E05009485,347500
E05009486,250000
E05009487,305000
E05009488,198500
E05009489,161250
E05009490,228000
E05009966,238500
E05009967,235000
E05009968,140000
E05009969,99950
E05009970,280000
E05009971,147000
E05009972,138000
E05009973,110750
E05009974,165500
E05009975,324975
E05009976,169000
E05009977,130000
E05009978,189975
E05009979,206950
E05009980,199950
E05009981,189975
E05009982,131000
E05009983,160250
E05009984,182000
E05009985,212000
E05009986,190000
E05009987,140000
E05009988,168500
E05009989,246473
E05009991,215000
E05009990,138450
E05009992,127000
E05009993,96000
E05009994,316248
E05009995,138000
E05008714,125000
E05008715,127000
E05008716,91500
E05008717,85000
E05008718,131000
E05008719,223995
E05008720,142500
E05008721,108000
E05008722,121500
E05008723,87500
E05008724,87500
E05008725,119000
E05008726,117500
E05008727,85000
E05008728,70250
E05008729,82750
E05008730,111000
E05008731,123000
E05008732,122750
E05008733,182000
E05008734,96500
E05008735,157500
E05008736,125000
E05008737,91000
E05008738,120000
E05008739,93500
E05008740,135000
E05008741,100000
E05008742,182000
E05008743,116000
E05008744,95000
E05008745,120000
E05008746,111250
E05008747,125000
E05008748,112750
E05008749,87000
E05008750,146000
E05008136,240000
E05008137,255000
E05008138,322500
E05008139,206250
E05008140,169998
E05008141,218975
E05008142,200000
E05008143,270000
E05008144,225000
E05008145,220000
E05008146,213500
E05008147,187475
E05008148,280000
E05008149,325000
E05008150,157500
E05008151,299999
E05008152,265000
E05008153,265000
E05008154,240000
E05008155,237500
E05008156,290000
E05008157,295000
E05008158,405000
E05008159,169000
E05009281,165225
E05008160,160000
E05008161,163750
E05008162,255000
E05008163,232000
E05008164,277500
E05008165,250000
E05008166,178750
E05008167,219100
E05008168,219250
E05008169,181250
E05008170,179975
E05008171,257000
E05008173,179000
E05008174,303750
E05009282,147875
E05009283,145998
E05009284,139750
E05008178,309995
E05008179,272000
E05008180,162750
E05008181,287500
E05008172,205000
E05009285,291250
E05008186,222750
E05008187,230000
E05008188,233998
E05008189,254995
E05008183,169950
E05009286,210000
E05008190,141000
E05008191,270000
E05008192,327500
E05008193,180000
E05008194,184000
E05008195,175000
E05008196,218750
E05009287,243500
E05008198,340000
E05006902,155000
E05006903,144000
E05006904,132250
E05006905,150000
E05006906,206000
E05006907,189973
E05006908,140000
E05006909,190000
E05006910,160000
E05006911,204950
E05006912,155000
E05006913,203000
E05006914,195000
E05006915,204000
E05006916,162750
E05006917,270000
E05006918,97500
E05006919,337500
E05006920,224995
E05006921,222500
E05006922,115000
E05006923,201000
E05006924,276000
E05006925,155000
E05006926,213500
E05006927,147500
E05006928,245000
E05006929,247000
E05006930,120000
E05006931,135000
E05006932,231250
E05006933,175000
E05006934,263995
E05006935,240250
E05006936,167750
E05006937,480000
E05010651,275000
E05010652,179000
E05010653,330000
E05010654,190000
E05010655,312500
E05010656,217875
E05010657,190000
E05010658,197500
E05010659,270000
E05010660,190000
E05010661,195000
E05010662,250000
E05010663,275000
E05010664,285000
E05010665,497500
E05010666,410000
E05010667,365000
E05010669,389500
E05010668,288000
E05010670,225000
E05010671,165000
E05010672,295000
E05011415,142250
E05011416,131500
E05011417,176500
E05011418,160000
E05011419,144995
E05011420,125000
E05011421,:
E05011422,139950
E05011423,88000
E05011424,270000
E05011425,165000
E05011426,330000
E05011427,168750
E05011428,155000
E05011429,125475
E05011430,145750
E05011431,184975
E05011432,107000
E05011433,180500
E05011434,129950
E05011435,119950
E05006988,181950
E05006989,254000
E05006990,195000
E05006991,195000
E05006992,304995
E05006993,283000
E05006994,230000
E05006995,169500
E05006996,150000
E05006997,194000
E05006998,322500
E05006999,182000
E05007000,335000
E05007001,295000
E05007002,324000
E05007003,250000
E05007004,212500
E05007005,205283
E05007006,240750
E05007007,175000
E05007008,345000
E05007009,273750
E05007010,275000
E05007011,235000
E05007012,207000
E05010479,230000
E05010480,225000
E05010481,135000
E05010482,140000
E05010483,199998
E05010484,315000
E05010485,148725
E05010486,218500
E05010487,218000
E05010488,238000
E05010489,140000
E05010490,180000
E05010491,165000
E05010492,164000
E05010493,330000
E05010494,319995
E05010495,148000
E05010496,270000
E05010498,250000
E05010497,207000
E05010499,225000
E05010500,222725
E05010501,220000
E05007039,262250
E05007040,220000
E05007041,125000
E05007042,167250
E05007043,189725
E05007044,212500
E05007045,149000
E05007046,220000
E05007047,263900
E05007048,166000
E05007049,143000
E05007050,154125
E05007051,176475
E05007052,170000
E05007053,200000
E05007054,190500
E05007055,390000
E05007056,170000
E05007057,285000
E05007058,282000
E05007059,235000
E05007060,164000
E05007061,130000
E05007062,145000
E05007063,186000
E05007064,299000
E05007065,175000
E05007066,249995
E05007067,191000
E05007068,180000
E05007069,203995
E05007070,165000
E05007071,230000
E05007072,242500
E05007073,176750
E05007074,210000
E05007075,195000
E05007457,170000
E05007458,134000
E05007459,240000
E05007460,180000
E05007461,215000
E05007462,218000
E05007463,295000
E05007464,310000
E05007465,158000
E05007466,281500
E05007467,165000
E05007468,185000
E05007469,200000
E05007470,275000
E05007471,218000
E05007472,179995
E05007473,224500
E05007474,124975
E05007475,160000
E05007476,160000
E05007477,145000
E05007478,157500
E05007479,224500
E05007480,160000
E05007481,165000
E05007482,183998
E05007483,165000
E05007484,148500
E05007485,150000
E05007487,180000
E05007486,275000
E05007488,255000
E05007489,135000
E05007490,250000
E05010758,233750
E05008974,159950
E05008975,245000
E05008976,280995
E05008977,265000
E05010759,352500
E05008986,215000
E05008979,255000
E05008980,480000
E05008981,162900
E05008982,175000
E05008983,257000
E05008984,320000
E05008985,231000
E05010760,235000
E05008988,322625
E05010179,368000
E05010178,211500
E05010180,280000
E05010181,262000
E05010182,360000
E05010183,292250
E05010184,275000
E05010185,430000
E05010186,330000
E05010187,275000
E05010188,480000
E05010189,292000
E05010190,299995
E05010191,267000
E05010192,350000
E05010193,297000
E05010194,317500
E05010195,370000
E05010196,337500
E05010197,242500
E05010198,465000
E05010199,359995
E05010200,311000
E05010201,335000
E05010202,505000
E05010203,265000
E05010204,299995
E05010205,230000
E05010206,252500
E05010207,650000
E05010208,392500
E05010209,310000
E05010210,367000
E05010211,292500
E05010212,250000
E05010213,440000
E05012615,350000
E05012616,315000
E05012617,329750
E05012618,435500
E05012619,310000
E05012620,347500
E05012621,220000
E05012622,295000
E05012623,333750
E05012624,391225
E05012625,250000
E05012626,343500
E05012627,250000
E05012628,306500
E05012629,373750
E05012630,222500
E05012631,280000
E05009823,351570
E05009824,314750
E05009825,250000
E05009826,305995
E05009827,470000
E05009828,363748
E05009829,249500
E05009830,220000
E05009831,220000
E05009832,185000
E05009833,324998
E05009834,287500
E05009835,310000
E05009836,425000
E05009837,210000
E05009838,290250
E05009839,513480
E05009840,280000
E05009841,320000
E05009842,389995
E05009843,355600
E05009844,189950
E05009845,202500
E05009846,235000
E05009847,185000
E05009848,215000
E05009849,291000
E05009850,352500
E05009851,306500
E05009852,409125
E05007846,370000
E05007847,366500
E05007848,299998
E05007849,250000
E05007850,227000
E05007851,390000
E05007852,305000
E05007853,296500
E05007854,210000
E05007855,441250
E05007856,352500
E05007857,395000
E05007858,230000
E05007859,310000
E05007860,274300
E05007861,337500
E05007862,325000
E05007863,275000
E05007864,286500
E05007865,258750
E05007866,252000
E05007867,430000
E05007868,245495
E05007869,271000
E05007870,222000
E05007871,176500
E05007872,165000
E05007873,252250
E05007874,190000
E05007875,223000
E05007876,162500
E05007877,192500
E05007878,312000
E05007879,200000
E05007880,172750
E05007881,243000
E05007882,229975
E05007883,188000
E05007884,236500
E05007885,160000
E05007886,210000
E05007887,155500
E05007888,208000
E05007889,185000
E05007890,240000
E05007891,210000
E05007892,168500
E05007893,253500
E05007894,240000
E05007895,266000
E05007896,196500
E05007897,340000
E05007898,310000
E05007899,275000
E05007900,318000
E05007901,279000
E05007902,320000
E05007903,205000
E05007904,199950
E05007905,290000
E05007906,258000
E05007907,169000
E05007908,410000
E05007909,315000
E05007910,190000
E05007911,225000
E05007912,327500
E05007913,230000
E05007914,300000
E05007915,428250
E05007916,297500
E05007917,385000
E05007918,238000
E05007919,305000
E05007920,290000
E05007921,410000
E05007922,230000
E05007923,330000
E05007924,415000
E05007925,335000
E05007926,330500
E05010502,172000
E05010503,180000
E05010504,225000
E05010505,161250
E05010506,158000
E05010507,153250
E05010508,195000
E05010509,190000
E05010510,182750
E05010511,168750
E05010512,211750
E05010513,270000
E05011118,174500
E05011119,160500
E05011120,120000
E05011121,123475
E05011122,148500
E05011123,150500
E05011124,179000
E05011125,143000
E05011126,172525
E05011127,120500
E05011128,225500
E05011129,247000
E05011130,250000
E05011131,184500
E05011132,137750
E05011133,152000
E05011134,257000
E05011135,165000
E05011136,150000
E05011137,169498
E05011138,138750
E05011139,160000
E05011140,219995
E05011141,260000
E05011142,140000
E05011143,175000
E05011144,275000
E05011145,140000
E05011146,180000
E05011147,117000
E05011148,188000
E05011149,176995
E05011150,140000
E05011151,203000
E05011152,160000
E05011153,140000
E05011154,215000
E05011155,144750
E05011156,120000
E05011157,156000
E05011158,197950
E05011159,160000
E05011160,170000
E05011161,157500
E05011162,175000
E05011163,199950
E05011164,180000
E05011165,156000
E05011166,178000
E05011167,141000
E05011168,189950
E05011169,170500
E05011170,124998
E05011171,148000
E05011172,214475
E05011173,140000
E05011174,360000
E05011175,336000
E05011176,210000
E05011177,331000
E05011178,280000
E05011179,287000
E05011180,280000
E05011181,327500
E05011182,151500
E05011183,140000
E05011184,188000
E05011185,189500
E05011186,166000
E05001218,214000
E05001219,167995
E05001220,190000
E05001221,314000
E05001222,145000
E05001223,170000
E05001224,169000
E05001225,160000
E05001226,193250
E05001227,156000
E05001229,196000
E05001228,155000
E05001230,169995
E05001231,295000
E05001232,190000
E05001233,186750
E05001234,220000
E05001235,185000
E05001236,175000
E05001237,165000
E05001238,135000
E05001239,137000
E05001240,144750
E05001241,135000
E05001242,152750
E05001243,170000
E05001244,197998
E05001245,241000
E05001246,224950
E05001247,225000
E05001248,215000
E05001249,156000
E05001250,120250
E05001251,290000
E05001252,255000
E05001253,150000
E05001256,195500
E05001254,163750
E05001255,125000
E05001257,148000
E05001258,196000
E05001259,180000
E05001260,175750
E05001261,147125
E05001262,159975
E05001263,168500
E05001264,146000
E05001265,136500
E05001266,197000
E05001267,131500
E05001268,140000
E05001269,145000
E05001270,145000
E05001271,174500
E05001272,182000
E05001273,136750
E05001274,134000
E05001275,143500
E05001277,135500
E05001278,169000
E05001276,142000
E05001279,135000
E05001280,147000
E05001281,145000
E05001282,165000
E05001283,143000
E05001284,250000
E05001285,325000
E05001286,247000
E05001287,138000
E05001288,459975
E05001289,248750
E05001290,172500
E05001291,495000
E05001292,240000
E05001293,381000
E05001294,270000
E05001296,340000
E05001297,295000
E05001298,262500
E05001299,315000
E05001300,157500
E05001295,437500
E05001301,226500
E05001302,190000
E05001303,121000
E05001304,118000
E05001305,132000
E05001306,140000
E05001307,145000
E05001308,162000
E05001309,145000
E05001310,265000
E05001311,130000
E05001312,180150
E05001313,197000
E05001314,110000
E05001315,154500
E05001317,151000
E05001316,139000
E05001318,276425
E05001319,150000
E05001320,125000
E05001321,129000
E05001322,135000
E05001323,144000
E05001324,155000
E05001325,150000
E05001326,123000
E05001327,164950
E05001328,153500
E05001329,135000
E05001330,105000
E05001331,197475
E05001332,148750
E05001333,172500
E05001334,206000
E05001336,145000
E05001335,112500
E05001337,191875
E05001338,203975
E05001339,152500
E05001340,157250
E05010805,432500
E05010806,158000
E05010807,165994
E05010808,182500
E05010809,149250
E05010810,231250
E05010811,200000
E05010812,182500
E05010813,315000
E05010814,203000
E05010815,239995
E05010816,217000
E05010817,154000
E05010818,155500
E05010819,193500
E05010820,191250
E05010821,170000
E05010822,170000
E05010823,213995
E05010824,195500
E05010825,255000
E05010826,212500
E05002193,325000
E05002194,190000
E05002195,300000
E05002196,265000
E05002197,245000
E05002198,183500
E05002199,245000
E05002200,195000
E05002201,295000
E05002202,244500
E05002203,240000
E05002204,267500
E05002205,210000
E05002206,255000
E05002207,260000
E05002208,189000
E05002209,268000
E05002210,253500
E05002211,250000
E05002212,330000
E05002213,320000
E05002214,300000
E05002215,312000
E05002216,200000
E05002217,369000
E05002218,205150
E05002219,302560
E05002222,261000
E05002223,370000
E05002220,286250
E05002221,260000
E05002224,400000
E05002225,206440
E05002227,477500
E05002228,330000
E05002226,250000
E05002229,304000
E05002230,280000
E05002231,281000
E05002232,340000
E05002233,330000
E05002234,290000
E05002235,237500
E05002236,278725
E05002237,355000
E05002238,280500
E05002239,291625
E05002240,408000
E05002241,290000
E05002242,275000
E05002243,280000
E05002244,315000
E05002245,294000
E05002246,172000
E05002247,250000
E05002248,236500
E05008751,285000
E05008752,400000
E05008753,232000
E05008754,213750
E05008755,247500
E05008756,274000
E05008757,271000
E05008758,296950
E05008759,244000
E05008760,325000
E05008761,210000
E05008762,285000
E05008763,225500
E05008764,269750
E05008765,315000
E05008766,244000
E05008767,249500
E05008768,205000
E05008769,290000
E05008770,374995
E05008771,300000
E05008772,228500
E05008773,440000
E05008774,393500
E05008775,314995
E05008776,344995
E05008777,412500
E05012843,395000
E05008779,320000
E05008780,417500
E05008781,321250
E05008782,336498
E05008783,283500
E05012844,384950
E05008785,322500
E05008786,220500
E05008787,265475
E05012845,239000
E05012846,247000
E05008790,318500
E05008791,400000
E05008792,327995
E05008793,330950
E05012847,334995
E05012848,245750
E05008796,277500
E05008797,285475
E05008798,304000
E05012849,395000
E05008800,218000
E05008801,371500
E05012850,290750
E05008803,330000
E05008804,366250
E05008805,381250
E05008806,298000
E05008807,355000
E05008808,400000
E05002702,340108
E05002703,377000
E05002704,497475
E05002705,383500
E05002706,390000
E05002707,386500
E05002708,312000
E05002709,613500
E05002710,851000
E05002711,440000
E05002712,699950
E05002713,418500
E05002714,485000
E05002715,532500
E05011560,332000
E05011561,339995
E05011562,287500
E05011563,279313
E05011564,295000
E05011565,335000
E05011566,345000
E05011567,311250
E05011568,237250
E05011569,213250
E05011570,285000
E05011571,298000
E05011572,280000
E05011573,412500
E05009491,190000
E05009492,195500
E05009493,181000
E05009494,155000
E05009495,243000
E05009496,186250
E05009497,172750
E05009498,226000
E05009499,229000
E05009500,187500
E05009501,197000
E05009502,211250
E05009503,165000
E05009504,171500
E05009505,200000
E05009506,217000
E05009507,187500
E05009509,162500
E05009508,189000
E05009510,165000
E05009511,271498
E05009512,190000
E05009513,130000
E05009514,260000
E05011256,343850
E05011257,338498
E05011258,300000
E05011259,342500
E05011260,302995
E05011261,435000
E05011262,337000
E05011263,334500
E05011264,308500
E05011265,270000
E05011266,186750
E05011267,460000
E05011268,230000
