Ward code,Year ending Dec 2019
E05010579,488875
E05002674,355000
E05002675,550000
E05002676,309500
E05002677,495000
E05002678,310000
E05002679,377500
E05002680,327975
E05002681,415000
E05002682,495000
E05002683,508500
E05002684,610000
E05002685,808750
E05002686,425000
E05002687,367500
E05002688,451248
E05002689,640000
E05002690,560000
E05002691,475000
E05002692,297475
E05002693,223000
E05002694,271250
E05002695,304500
E05002696,395000
E05002697,338750
E05002699,411000
E05002700,370000
E05002698,310000
E05002701,409975
E05011574,211000
E05011575,220000
E05011576,235000
E05011577,246250
E05011578,310000
E05011579,289000
E05011581,275000
E05011580,245000
E05011582,201000
E05011201,300000
E05011202,221500
E05011203,261500
E05011204,169000
E05011205,165500
E05011206,295000
E05011207,197500
E05011208,215500
E05011209,260000
E05011210,265000
E05011211,214000
E05011213,254500
E05011212,285000
E05011214,214500
E05011215,217500
E05011216,214000
E05011583,380000
E05011584,500000
E05011585,325000
E05011586,645000
E05011587,340000
E05011588,322500
E05011589,510000
E05011590,268000
E05011591,240000
E05011592,496000
E05011593,400000
E05011594,283000
E05011595,300000
E05011596,282750
E05011597,415000
E05011598,248000
E05011599,336000
E05011600,315000
E05011601,387500
E05011602,350000
E05011603,400000
E05011604,170000
E05011605,350000
E05011606,312000
E05011607,246500
E05011608,260000
E05011609,192500
E05011610,227000
E05011611,399998
E05011612,291000
E05011613,390000
E05011614,412500
E05011615,482000
E05011616,290000
E05011617,375000
E05011618,336500
E05011619,415000
E05011620,312500
E05011621,317750
E05011622,336250
E05011623,358475
E05011624,375000
E05011625,560000
E05011626,501500
E05011627,475000
E05011628,325000
E05011629,297500
E05011630,362500
E05011631,350000
E05011632,355000
E05011633,510000
E05011634,670000
E05011635,440000
E05011636,442500
E05011637,438000
E05011638,400000
E05011639,232750
E05011640,230750
E05011641,260000
E05011642,268000
E05011643,280000
E05011644,247475
E05011645,410000
E05011646,299950
E05011647,291500
E05011648,308850
E05011649,303000
E05011650,328000
E05011651,310000
E05011652,500000
E05011653,534000
E05011654,269000
E05011655,290000
E05011656,224000
E05011657,258250
E05011658,542500
E05011659,299995
E05011660,275000
E05011661,315000
E05011662,280000
E05011663,362500
E05011664,295000
E05011665,427500
E05004430,407500
E05004431,328000
E05004437,379950
E05004432,250000
E05004433,259000
E05004434,269000
E05004435,275000
E05004436,472500
E05004438,300500
E05004439,625000
E05004440,193950
E05004441,270500
E05004442,348000
E05004443,395500
E05004444,340000
E05004445,245000
E05004446,428000
E05004447,348263
E05004448,418000
E05004449,245000
E05004450,302000
E05004451,344000
E05004452,405500
E05004453,269000
E05004454,298500
E05004455,268000
E05004456,633750
E05004457,365000
E05004458,272500
E05012290,315000
E05012291,367500
E05012292,262500
E05012293,340000
E05012294,295000
E05012295,482500
E05012296,369950
E05012297,657500
E05012298,575250
E05012299,395000
E05012300,501000
E05012301,344000
E05012302,424975
E05012303,590000
E05012304,518750
E05012305,464500
E05012306,367500
E05012307,337000
E05012308,300000
E05012309,304000
E05012310,347000
E05012311,407500
E05012312,410000
E05012313,439950
E05012314,340000
E05012315,370000
E05012316,791000
E05012317,384998
E05012318,251500
E05012319,345000
E05012320,350000
E05011187,290000
E05011188,355000
E05011189,345000
E05011190,290000
E05011191,237500
E05011192,260000
E05011193,266000
E05011194,330000
E05011195,285000
E05011196,290000
E05011197,300000
E05011198,420000
E05011199,308000
E05011200,263000
E05004516,240000
E05004517,309000
E05004518,244000
E05004519,245000
E05004520,263750
E05004521,346000
E05004522,357498
E05004523,307500
E05004524,269000
E05004525,283750
E05004526,362500
E05004527,340000
E05004528,340000
E05004529,279000
E05004530,344000
E05004531,272500
E05004532,296000
E05004533,205000
E05004534,206500
E05004535,185000
E05004536,190000
E05004537,216500
E05004538,185750
E05004539,158000
E05004540,200000
E05004541,273000
E05004542,300000
E05004543,170000
E05004544,213000
E05004545,210000
E05004546,198250
E05004547,164000
E05009352,329500
E05009353,422000
E05009354,388000
E05009355,312500
E05009356,405000
E05009357,484950
E05009358,514250
E05009359,419995
E05009360,495000
E05009361,385000
E05009362,362500
E05004566,214500
E05004567,200500
E05004568,280000
E05004569,207500
E05004570,272500
E05004571,350000
E05004572,282750
E05004573,315000
E05004574,297000
E05004575,278000
E05004576,265000
E05004577,254500
E05004578,203000
E05004579,290000
E05004580,450000
E05004581,425000
E05004582,416250
E05004583,362500
E05004584,504750
E05004585,627500
E05004586,462500
E05004587,685000
E05004588,293750
E05004589,348250
E05004590,235000
E05008932,517000
E05004592,313500
E05004593,339500
E05008933,285000
E05008934,725000
E05004596,275000
E05004597,263500
E05004598,385000
E05004599,292000
E05004600,510000
E05004601,415000
E05004602,265000
E05004603,457000
E05004604,272000
E05004605,397500
E05004606,462500
E05004607,355500
E05004608,316250
E05004609,254500
E05004610,272500
E05004611,261500
E05004612,275080
E05004613,271000
E05008989,281500
E05008990,250000
E05008991,332500
E05008992,236300
E05008993,311250
E05008994,346250
E05008995,280000
E05008996,283000
E05008997,270000
E05008998,321000
E05008999,276250
E05009000,320000
E05009001,316500
E05012927,562500
E05012085,295000
E05012928,250000
E05012929,270000
E05012088,252000
E05012930,220000
E05012931,272000
E05012932,437250
E05012933,340000
E05012093,527500
E05012934,308000
E05012935,365000
E05012936,345000
E05012097,535000
E05012098,509250
E05012937,310000
E05012100,302500
E05012938,360000
E05012102,310000
E05012939,367500
E05010995,470000
E05010996,450000
E05010997,323500
E05010998,420000
E05010999,355000
E05011000,335000
E05011006,355000
E05011001,530000
E05011002,375000
E05011003,415000
E05011004,514000
E05011005,630000
E05011007,500000
E05011008,570000
E05011009,295000
E05011010,505000
E05011743,215000
E05011744,235000
E05011745,370000
E05011746,410000
E05011747,230500
E05011748,271500
E05011749,363750
E05011750,320000
E05011751,428000
E05011752,475000
E05011753,229250
E05011754,305000
E05011755,322500
E05011756,278000
E05011757,336000
E05011758,330000
E05011759,275000
E05011760,335000
E05011761,210000
E05011762,275000
E05011763,251750
E05011764,213450
E05011765,417498
E05011766,307500
E05011767,336250
E05011768,202250
E05011769,275500
E05011770,201000
E05011771,357750
E05011772,437500
E05011773,334250
E05011774,407500
E05011775,250000
E05011776,224000
E05011777,338000
E05011778,431500
E05011779,360000
E05011780,297000
E05011781,450000
E05012990,319995
E05010392,330000
E05010393,347500
E05012991,302500
E05010395,357500
E05010396,340000
E05010397,255000
E05010398,297498
E05010399,279500
E05012953,343000
E05012954,376750
E05010402,210750
E05012955,312500
E05010404,329000
E05010405,315000
E05012956,275000
E05010407,325000
E05010408,440000
E05010409,260500
E05010410,250000
E05010411,277500
E05012392,312000
E05012393,325750
E05012394,265000
E05012395,267250
E05012396,310000
E05012397,190000
E05012398,378000
E05012399,400000
E05012400,417500
E05012401,467500
E05012402,440000
E05012403,260000
E05012404,280000
E05012405,275000
E05012406,263500
E05012407,245000
E05012408,318500
E05012409,238500
E05012410,291750
E05012411,353000
E05012855,305000
E05012856,255950
E05012857,180000
E05012858,300000
E05012859,292000
E05012860,345000
E05012861,299998
E05012862,189500
E05012863,259950
E05012864,220000
E05012865,260000
E05012867,286250
E05012866,162000
E05012868,152500
E05012869,160500
E05012870,302500
E05012871,275000
E05004964,255000
E05004965,290000
E05004966,270000
E05004967,345000
E05004968,381000
E05004969,435000
E05004970,397500
E05004971,235000
E05004972,270000
E05004973,309000
E05004974,195000
E05004975,234995
E05004976,320000
E05004977,490000
E05004978,260000
E05004979,280000
E05004980,305000
E05004981,307500
E05004982,315000
E05004983,352498
E05004984,390000
E05004985,411250
E05004986,312500
E05004987,265000
E05008553,343450
E05004989,422500
E05004990,290000
E05004991,270000
E05004992,223000
E05004993,330000
E05004994,382500
E05004995,310000
E05004996,227500
E05004997,325000
E05008554,386000
E05004999,470000
E05005000,250000
E05005001,450000
E05005002,310000
E05005003,300000
E05005004,264000
E05008555,290000
E05005006,354995
E05005007,362500
E05009956,280000
E05011558,575000
E05005010,620000
E05005011,460000
E05005012,385000
E05005013,350000
E05005014,354500
E05009958,410000
E05005016,301000
E05005017,416250
E05005018,567000
E05009959,491250
E05009960,371500
E05005021,518750
E05009961,685000
E05009962,643000
E05009963,657500
E05011559,560000
E05005026,450000
E05005027,1125000
E05005028,367500
E05005029,465000
E05009964,320000
E05005031,330000
E05005032,330000
E05009965,500000
E05010015,322500
E05010016,228000
E05010017,200000
E05010018,175000
E05010019,177500
E05010020,341000
E05010021,285995
E05010022,322500
E05010023,330000
E05010024,314995
E05010025,252750
E05010026,276250
E05010027,245000
E05009544,235000
E05009545,281250
E05009546,255000
E05009547,400500
E05009548,250000
E05009549,365000
E05009550,305000
E05009551,245000
E05009552,247500
E05009553,220000
E05009554,280000
E05009555,218000
E05009556,295000
E05009557,235000
E05009558,203750
E05009560,170000
E05009561,238000
E05009562,216000
E05009559,280000
E05009563,261000
E05009564,225000
E05009565,290000
E05009566,400000
E05009567,335000
E05005081,245000
E05005082,335000
E05005083,265000
E05005084,346500
E05005085,220000
E05005086,310000
E05005087,292000
E05005088,148000
E05005089,215000
E05005090,175000
E05005091,246000
E05005092,510000
E05005093,173750
E05005094,250000
E05005095,182000
E05005096,210000
E05005098,213000
E05005099,225000
E05005097,258250
E05005100,280000
E05005101,360000
E05005102,275000
E05005103,232000
E05009568,285500
E05009569,350000
E05009570,389000
E05009571,312500
E05009572,385000
E05009573,404000
E05009574,320000
E05009575,440000
E05012988,325000
E05009577,358500
E05009578,402500
E05009579,487500
E05009580,350000
E05012989,450000
E05009582,285000
E05009583,294250
E05009584,276500
E05009585,250000
E05009586,326500
E05009587,335000
E05009588,372500
E05009589,435000
E05009590,327500
E05009591,529250
E05005130,335000
E05005131,530000
E05005132,381000
E05005133,395000
E05005134,390000
E05005135,582500
E05005136,465000
E05005137,445000
E05005138,306250
E05005139,346475
E05005140,568250
E05005141,415000
E05005142,395000
E05005143,312500
E05005146,350000
E05005147,318000
E05005148,475000
E05005149,744000
E05005144,288500
E05005145,392750
E05011348,358750
E05011349,311000
E05010921,243000
E05010922,205000
E05010923,247250
E05010924,200000
E05010925,300000
E05010926,320000
E05012968,328146
E05010928,271750
E05010929,320000
E05010930,399975
E05012969,396000
E05010932,327750
E05010933,315000
E05010934,430000
E05006545,369500
E05006546,269250
E05006547,420000
E05006548,300000
E05006549,347000
E05006550,322500
E05006551,552500
E05006552,399000
E05006553,408000
E05006554,:
E05006555,435250
E05006556,535000
E05006557,328500
E05006558,346625
E05006559,417500
E05006560,782500
E05006561,281000
E05006562,390000
E05006563,345000
E05006564,581000
E05006565,767500
E05006566,460000
E05006567,753500
E05006568,543500
E05009733,433000
E05009734,266000
E05009735,341000
E05009736,418995
E05011701,360000
E05011702,276000
E05011703,304000
E05009740,292000
E05011704,527500
E05009742,470000
E05009743,615000
E05011705,449995
E05012853,570000
E05011707,651250
E05011708,470000
E05012854,616250
E05009749,375000
E05011710,385000
E05009751,413750
E05011711,400000
E05011712,585000
E05009754,288000
E05009755,280000
E05012970,331000
E05009757,317500
E05012971,315000
E05011713,345250
E05012972,365000
E05011714,395000
E05011715,470000
E05012973,255000
E05012974,304995
E05012975,415450
E05012976,394625
E05012992,421250
E05012977,372500
E05009769,395000
E05009770,322500
E05009771,405000
E05011717,319995
E05011718,570000
E05012978,302250
E05012979,310000
E05012980,350000
E05011719,445500
E05006627,555000
E05006628,498000
E05006629,370000
E05009364,330000
E05009363,470000
E05006632,250000
E05009365,247500
E05006634,259000
E05010781,477500
E05010782,450000
E05006637,322500
E05006638,377500
E05006639,360000
E05006640,394000
E05010783,375000
E05006642,396000
E05006643,350000
E05006644,400000
E05006645,500000
E05006646,422500
E05006647,335000
E05006648,345000
E05006649,291250
E05006650,364250
E05006651,282500
E05006652,325000
E05006653,411000
E05011074,770000
E05011075,686000
E05011076,550000
E05011077,510000
E05011078,850000
E05011079,720000
E05011080,595000
E05011081,415000
E05011082,750000
E05011083,1171250
E05011084,737000
E05011085,419950
E05011086,420000
E05011087,485000
E05011088,524000
E05011089,745000
E05007273,550000
E05007274,587500
E05007275,381250
E05007276,538000
E05007277,420000
E05007278,522500
E05007279,740000
E05007280,354000
E05007281,450000
E05007282,571750
E05007283,372000
E05007284,450000
E05007285,461000
E05007286,390000
E05007287,338500
E05007288,325000
E05007289,502000
E05007290,572975
E05007291,750000
E05007292,559500
E05007293,440000
E05007294,515000
E05007295,616000
E05007296,426000
E05007297,527500
E05007298,595000
E05007299,1042500
E05007300,562000
E05007301,610000
E05007302,429950
E05007303,350000
E05007304,374950
E05007305,630000
E05007306,390000
E05007307,428250
E05007308,547000
E05007309,657500
E05007310,580000
E05007311,405000
E05007312,634500
E05007313,602500
E05007314,757500
E05007315,538000
E05007316,518000
E05007317,396800
E05007318,353000
E05007319,494000
E05007320,607500
E05007321,500000
E05007322,379000
E05007323,317500
E05007324,415000
E05007325,895000
E05007326,477500
E05007327,672500
E05007328,432000
E05012872,487500
E05012873,590000
E05012874,332000
E05012875,362500
E05012876,330000
E05012877,357000
E05012878,412250
E05012879,560000
E05012880,450000
E05012881,631425
E05012882,320000
E05012883,367500
E05012884,475000
E05012885,376250
E05012886,385000
E05012887,324950
E05012888,331750
E05012889,352500
E05012890,350000
E05012891,365000
E05012892,380000
E05012893,728750
E05012894,360000
E05012895,545000
E05012896,430000
E05012897,425000
E05012898,420000
E05012899,662000
E05012900,477500
E05007362,376000
E05007363,388500
E05007364,350000
E05007365,412750
E05007366,420000
E05007367,380000
E05007368,440000
E05007369,479475
E05007370,383000
E05007371,389975
E05007372,328000
E05007373,355000
E05007374,531250
E05012026,375000
E05012027,500000
E05012028,390000
E05012029,370000
E05012030,427500
E05012031,475000
E05012032,385000
E05012033,337000
E05012034,420000
E05012035,300000
E05012036,606000
E05012037,372500
E05012038,338500
E05012039,561250
E05007409,485000
E05007410,395000
E05007391,631250
E05007392,500000
E05007393,595000
E05007394,410000
E05007395,435000
E05007396,697500
E05007397,445000
E05007398,436000
E05007399,435000
E05007400,410000
E05007401,435000
E05007402,521250
E05007403,279000
E05007404,417500
E05007405,500000
E05007406,369000
E05007407,272500
E05007408,925000
E05007411,373000
E05007412,600000
E05007413,485000
E05007414,602500
E05007415,473750
E05007416,550000
E05007417,500000
E05007418,547975
E05007419,847500
E05007420,375000
E05007421,588000
E05007422,380000
E05007423,460000
E05007424,483725
E05007425,397500
E05007426,370000
E05007427,465000
E05007428,725000
E05007429,415000
E05007430,397500
E05007431,482000
E05007432,370000
E05007433,648500
E05007434,391250
E05007435,520000
E05007436,395000
E05007437,449000
E05007438,661000
E05007439,452500
E05010795,380000
E05010796,325000
E05010797,305000
E05010798,640000
E05010799,378500
E05010800,630000
E05010801,400000
E05010802,307000
E05010803,665000
E05010804,400000
E05007562,390000
E05007563,265000
E05007564,282500
E05007565,326500
E05007566,340000
E05007567,310000
E05007568,370000
E05007569,288250
E05007570,300000
E05007573,318000
E05007574,331000
E05007571,327500
E05007572,370000
E05007575,276000
E05009800,335000
E05009801,304000
E05009802,345000
E05009803,383000
E05009804,323750
E05009805,291005
E05009806,267250
E05009807,265500
E05009808,269995
E05009809,342000
E05009810,285000
E05009811,310000
E05009812,413750
E05009813,188500
E05009814,158000
E05009815,295000
E05009816,227500
E05009817,288000
E05009818,220000
E05009819,215000
E05009820,322500
E05009821,275000
E05009822,285500
E05011666,240000
E05011667,297000
E05011668,450000
E05011669,310850
E05011670,347500
E05011671,442500
E05011672,620000
E05011673,585000
E05011674,404950
E05011675,395000
E05011676,597500
E05011677,403750
E05011678,574950
E05011679,342500
E05011680,287500
E05011681,307475
E05011682,322500
E05011683,275000
E05011684,346250
E05011685,385000
E05011686,365000
E05012914,260000
E05012915,250000
E05012916,325500
E05012917,290000
E05012918,275000
E05012919,279500
E05012920,317500
E05012921,270000
E05012922,335950
E05012923,340000
E05012924,290000
E05012925,274000
E05012926,301000
E05011812,379000
E05011813,366000
E05011814,375000
E05011815,397475
E05011816,413750
E05011817,275500
E05011818,385500
E05011819,381500
E05011820,370000
E05011821,347500
E05011822,488000
E05011823,750000
E05011824,352500
E05011825,348000
E05011826,280000
E05011827,735000
E05011828,399500
E05011829,380000
E05011830,387500
E05011831,409995
E05011832,375000
E05011833,555000
E05007668,392500
E05007669,335000
E05007670,540000
E05007671,361250
E05007672,420000
E05007673,325000
E05007674,315000
E05007675,330000
E05007676,312000
E05007677,408400
E05007678,447500
E05007679,455000
E05007680,322500
E05007681,318750
E05007682,425000
E05007683,396800
E05007684,250000
E05007685,420000
E05007686,352500
E05007687,337500
E05007688,380000
E05007689,370000
E05007690,412500
E05007691,475000
E05007692,435000
E05007693,490000
E05007694,281500
E05007695,253000
E05007696,225000
E05007697,289998
E05007698,300000
E05007699,416000
E05007700,245000
E05007701,282750
E05007702,332000
E05007703,415000
E05007704,332500
E05007705,270000
E05007706,285000
E05012461,450000
E05012462,495000
E05012463,515000
E05012464,453250
E05012465,312500
E05012466,395000
E05012467,349950
E05012468,350000
E05012469,352000
E05012470,268000
E05012471,326000
E05012472,378250
E05012473,560000
E05012474,490000
E05012475,265000
E05012476,266375
E05012477,472500
E05012478,448750
E05012479,290000
E05012480,392500
E05012481,235000
E05012482,255500
E05012483,330000
E05012484,195000
E05012485,450000
E05012486,290250
E05012487,260000
E05012488,229000
E05012489,316500
E05012490,230000
E05012491,322500
E05012492,342500
E05012493,580000
E05010885,315000
E05010886,225000
E05010887,292950
E05010888,395000
E05010889,272000
E05010890,238000
E05010891,259500
E05010892,277500
E05010893,410000
E05010894,385584
E05010895,320500
E05010896,272500
E05010897,249995
E05010898,210000
E05010899,266498
E05010900,193000
E05010901,229950
E05010902,240000
E05010903,235000
E05010904,318000
E05010905,370000
E05010906,298000
E05010907,214000
E05010908,254500
E05010909,498875
E05010913,240000
E05010914,310000
E05010910,232750
E05010911,245000
E05010912,241650
E05010915,250000
E05010916,438000
E05010917,550000
E05010918,324000
E05010276,470000
E05010277,334000
E05010278,400000
E05010279,258000
E05010280,248000
E05010281,375000
E05010282,322500
E05010283,257000
E05010284,322500
E05010285,422500
E05010286,240000
E05010287,462000
E05010288,357000
E05010289,340000
E05010290,280000
E05010291,295000
E05010292,265000
E05010293,335000
E05010294,300000
E05010295,288475
E05010296,375000
E05010298,155500
E05010299,148500
E05010300,246750
E05010301,184000
E05010302,221000
E05010303,222500
E05010297,155000
E05010304,210000
E05010305,245000
E05010306,204000
E05010307,234000
E05010308,427000
E05010309,335000
E05010310,323000
E05012104,310000
E05012105,315000
E05012106,269500
E05012107,249750
E05012108,380000
E05012109,258500
E05012110,380000
E05012111,221250
E05012112,295000
E05012113,255000
E05012114,357500
E05012115,375000
E05012116,287000
E05012117,226000
E05012118,265000
E05012119,238000
E05012120,248500
E05012121,215000
E05012122,253500
E05012123,367500
E05012124,258500
E05012125,265000
E05012126,350950
E05012127,328725
E05012128,320000
E05012129,240000
E05012130,229475
E05012131,280000
E05002078,165000
E05002079,210000
E05002080,136750
E05002081,165000
E05002082,149800
E05002083,201000
E05002084,152250
E05002085,152750
E05002086,199998
E05002087,220000
E05002088,215000
E05002089,190000
E05002090,214000
E05002091,249975
E05002092,225000
E05002095,146000
E05002093,142000
E05002094,161000
E05002096,162500
E05002097,146275
E05012254,195000
E05012255,281000
E05012256,191000
E05012257,220000
E05012258,221500
E05012259,162500
E05012260,220000
E05012261,215500
E05012262,185000
E05012263,225000
E05012264,157750
E05012267,220000
E05012265,175000
E05012266,252500
E05012268,145000
E05012269,185400
E05010755,333500
E05008954,175000
E05008955,290000
E05008956,230000
E05008957,188000
E05008958,188000
E05010756,219500
E05008960,185000
E05008961,215000
E05008962,170000
E05008963,240000
E05010757,205000
E05008965,238000
E05008966,359998
E05008967,192250
E05008970,218000
E05008968,228000
E05008969,241500
E05008971,198500
E05008972,280000
E05009159,300000
E05009160,149500
E05009161,178000
E05009162,208000
E05009163,311000
E05009164,283000
E05009165,160750
E05009166,178000
E05009167,207475
E05009168,190000
E05009169,152000
E05009170,177500
E05009171,145000
E05009172,250000
E05009173,207000
E05009174,228250
E05009175,270000
E05009176,225000
E05009177,415000
E05009178,272500
E05009179,260000
E05009180,270000
E05009181,235000
E05009182,380000
E05009183,194500
E05009184,229975
E05009185,259000
E05009186,188675
E05009187,225000
E05009188,267250
E05009189,210500
E05009190,247250
E05009191,220000
E05009192,182500
E05009193,225000
E05009194,270000
E05009195,282000
E05009196,235000
E05009197,163500
E05009198,220000
E05009199,177500
E05009200,300000
E05009201,146000
E05009202,186000
E05009203,197500
E05009204,206498
E05009205,229000
E05009206,240000
E05009207,209212
E05009208,212500
E05009209,318750
E05009210,267475
E05009211,240000
E05009212,280000
E05009213,180000
E05009214,247500
E05009215,265000
E05009216,285778
E05009217,251500
E05009218,225000
E05009219,256000
E05009220,196250
E05009221,251975
E05009222,209500
E05009223,423000
E05009224,180000
E05009225,335000
E05009226,210000
E05009227,170000
E05009228,245000
E05009229,180000
E05009230,232500
E05009231,290000
E05009232,179950
E05009233,237500
E05009234,327500
E05009235,231500
E05009236,218150
E05009237,203000
E05009238,147500
E05009239,190000
E05009240,186500
E05009241,405000
E05009265,205500
E05009266,192500
E05009267,190000
E05009268,199000
E05009242,302500
E05009243,281250
E05009244,195000
E05009245,135000
E05009246,180000
E05009247,167000
E05009248,278000
E05009249,215000
E05009250,205000
E05009251,159000
E05009252,256750
E05009253,187000
E05009254,255000
E05009255,279125
E05009256,385000
E05009257,240000
E05009258,204975
E05009259,315000
E05009260,286500
E05009261,262475
E05009262,560000
E05009263,177250
E05009264,207500
E05009269,252500
E05009270,227250
E05009271,272725
E05009272,152500
E05009273,180000
E05009274,245000
E05009275,232500
E05009276,258000
E05009277,237500
E05009278,244000
E05009279,303000
E05009280,244000
E05011090,:
E05011091,:
E05011092,:
E05011093,351250
E05011094,:
E05008327,380000
E05008328,377125
E05008329,283551
E05008330,227500
E05008331,375000
E05008332,400000
E05008333,369995
E05008334,318000
E05008335,518000
E05008336,283000
E05008337,296750
E05008338,410000
E05008339,412500
E05008340,219995
E05008341,255000
E05008342,197750
E05008343,422500
E05008344,275000
E05008345,270000
E05008346,261500
E05008347,250000
E05008348,220000
E05008349,235000
E05008350,272000
E05008351,227500
E05008352,245000
E05008353,257500
E05008354,296000
E05008355,377000
E05008356,312500
E05008357,276250
E05008358,210000
E05008359,224000
E05008360,346750
E05008361,250000
E05008362,280000
E05008363,359000
E05008364,269000
E05008365,280000
E05008366,284995
E05008367,296998
E05008368,236500
E05008369,240000
E05008370,298725
E05008371,325000
E05008372,405498
E05008373,185000
E05008374,205500
E05008375,222250
E05008376,310000
E05008377,277495
E05008378,307500
E05008379,460000
E05008380,420000
E05008381,313725
E05008382,382500
E05008383,292000
E05008384,500000
E05008385,248000
E05008422,330000
E05008423,230000
E05008424,260000
E05008386,283748
E05008387,283750
E05008388,294500
E05008389,277725
E05008390,341250
E05008391,246250
E05008392,307000
E05008393,210000
E05008394,391000
E05008395,251000
E05008396,336000
E05008397,283750
E05008398,275000
E05008399,213000
E05008400,330000
E05008401,365000
E05008402,205000
E05008403,180500
E05008404,204475
E05008405,212000
E05008406,223500
E05008407,212000
E05008408,250000
E05008409,370000
E05008410,290000
E05008411,257500
E05008412,222500
E05008413,230000
E05008414,357500
E05008415,450000
E05008416,231250
E05008417,250000
E05008418,225000
E05008419,289950
E05008420,470000
E05008421,395000
E05012649,265000
E05012650,327750
E05012651,234750
E05012652,165000
E05012653,177750
E05012654,391000
E05012655,280000
E05012656,502500
E05012657,265000
E05012658,318000
E05012659,385000
E05012660,267500
E05012661,192000
E05012662,350000
E05012663,269500
E05012664,360000
E05012665,260000
E05012666,384000
E05012667,300000
E05012668,410000
E05012669,300000
E05012670,265000
E05012671,305000
E05012672,328500
E05012673,360000
E05012674,250000
E05012675,260000
E05012676,310000
E05012677,280000
E05012678,295000
E05012679,290000
E05012680,226750
E05012681,270000
E05012682,381250
E05012683,266000
E05012684,317500
E05012685,225000
E05012686,260000
E05012687,379000
E05012688,285500
E05012689,370000
E05012690,263500
E05012691,390000
E05012692,345000
E05012693,316253
E05012694,366250
E05012695,292500
E05012696,255000
E05012697,387475
E05012698,250000
E05012699,309500
E05012700,337750
E05012701,375000
E05012702,238000
E05012703,348500
E05012704,270000
E05012705,335000
E05012706,282000
E05012707,346250
E05012708,155000
E05012709,186000
E05012710,290000
E05012711,252500
E05012712,227500
E05012714,225498
E05012715,297500
E05012716,290750
E05012717,270000
E05012718,480000
E05012713,485000
E05012719,280000
E05012720,473500
E05012721,250000
E05012722,310000
E05012723,325000
E05012724,341250
E05012725,304000
E05012726,321000
E05012727,360000
E05012728,276000
E05012729,215000
E05012730,292500
E05012731,280000
E05012732,324995
E05012733,335000
E05011782,211500
E05011783,330000
E05011784,294998
E05011785,353250
E05011786,365000
E05011787,350000
E05011788,249000
E05011789,304975
E05011790,339000
E05011791,252750
E05011792,295000
E05011793,264500
E05011794,212500
E05011795,240000
E05011796,243620
E05011797,225500
E05011798,228000
E05011799,335000
E05011800,330000
E05011801,290000
E05011802,252250
E05011803,495000
E05011804,377500
E05011805,320000
E05011806,336000
E05011807,430000
E05011808,575000
E05011809,239950
E05011810,337500
E05011811,374000
E05011011,252500
E05011012,325775
E05011013,203000
E05011014,268250
E05011015,212000
E05011016,241500
E05011017,266000
E05011018,280000
E05011019,212500
E05011020,200000
E05011021,246000
E05011022,225000
E05011023,335000
E05008546,230998
E05003510,285000
E05003511,270000
E05003512,327500
E05003513,192200
E05003514,315000
E05003515,221250
E05003516,213500
E05003517,259000
E05003518,204500
E05003519,237751
E05003520,194500
E05003521,257500
E05003522,210000
E05008547,470000
E05003524,306000
E05003525,205000
E05003526,250000
E05003527,282500
E05003528,287000
E05003529,226000
E05003530,285000
E05003531,234000
E05008548,253250
E05012412,162000
E05012413,195000
E05012414,176000
E05012415,269000
E05012416,297500
E05012417,280000
E05012418,295000
E05012419,315000
E05012420,299950
E05012421,262500
E05012422,220000
E05012423,290000
E05012424,297498
E05012425,186000
E05012426,190000
E05012427,288750
E05012428,261500
E05012429,234500
E05012430,355000
E05012431,375000
E05012432,190000
E05012433,245000
E05012434,267500
E05012435,255000
E05012436,230000
E05010128,350000
E05010129,242500
E05010130,307500
E05010131,389950
E05010132,335000
E05010133,322500
E05010134,248995
E05010135,223500
E05010136,226500
E05010137,232500
E05010138,295000
E05010139,264000
E05010140,333000
E05010141,440000
E05010142,287500
E05010143,317500
E05010144,305000
E05010145,277498
E05010146,410000
E05010147,190000
E05011892,278250
E05011893,228000
E05011894,379500
E05011895,259975
E05011896,245000
E05011897,185000
E05011898,168998
E05011899,226000
E05011900,215000
E05011901,245000
E05011902,219950
E05011903,317500
E05011904,284500
E05011905,300750
E05011906,226500
E05011907,260000
E05011908,237475
E05011909,267995
E05011910,350000
E05011911,373750
E05011912,308750
E05011913,220000
E05011914,285000
E05011915,187000
E05011916,245000
E05011917,175000
E05011918,172500
E05011919,190000
E05011920,201995
E05011921,255000
E05011922,193000
E05011923,250000
E05011924,210000
E05011925,288750
E05011926,295000
E05011927,265000
E05011928,278500
E05011929,283750
E05011930,255000
E05011931,264250
E05010550,200000
E05010551,287500
E05010552,325000
E05010553,283975
E05010554,355500
E05010555,210000
E05010556,355000
E05010557,215000
E05010558,277500
E05010559,265000
E05010560,295000
E05010561,217500
E05010562,180000
E05010563,265000
E05010564,257500
E05010565,255000
E05010566,322500
E05010567,187500
E05004288,279000
E05004289,265000
E05004290,287500
E05004291,380000
E05004292,427500
E05004293,347500
E05004294,203000
E05004295,275000
E05004296,477998
E05004297,200000
E05004298,385000
E05004299,311505
E05004300,332500
E05004304,205000
E05004301,232500
E05004302,195000
E05004303,245000
E05004305,209250
E05004306,284975
E05004307,258000
E05010696,307500
E05010697,343500
E05010698,460000
E05010699,303750
E05010700,424625
E05010701,795000
E05010702,320000
E05010703,470000
E05010704,532000
